"","System","River","ReturnYear","Total_Returns","AgeClass_0.1","AgeClass_0.2","AgeClass_0.3","AgeClass_0.4","AgeClass_0.5","AgeClass_1.1","AgeClass_1.2","AgeClass_1.3","AgeClass_1.4","AgeClass_1.5","AgeClass_2.1","AgeClass_2.2","AgeClass_2.3","AgeClass_2.4","AgeClass_3.1","AgeClass_3.2","AgeClass_3.3","AgeClass_3.4"
"99","Bristol Bay","Egegik",1999,6481074.18813977,0,0,0,0,0,363.424524889434,1495268.13582122,493716.326715755,1.38862724300899,0,3043.05999239065,3805468.74727158,653288.021947111,9411.44106948318,0,1217.83436659715,19295.8078035045,0
"100","Bristol Bay","Egegik",2000,8168699.04601649,0,0,0,0.423152146323219,0,0,412382.557954044,2696123.58303612,2.53891288215574,0,3483.7714829004,1726750.27502771,3299275.74998658,0,0,26806.4279155927,3873.71854851489,0
"101","Bristol Bay","Egegik",2001,3566444.17896747,0,0,1.97596185893686,0,0,1.58076948838586,17162.1261780294,1386366.08215562,18707.3849906365,4.35174772764549e-09,18742.2858746211,542540.181669639,1539472.47498478,21866.7058078661,2445.90011229043,11312.0012296354,7825.47923299765,0
"102","Bristol Bay","Egegik",2002,5544321.67311356,0,0.386150112917131,0,0,0,0,20334.5866728331,177854.741528293,21943.9358235991,0,12649.3265510701,3493430.96881301,1749165.38584548,13866.2393015284,9875.85862991541,30409.311589648,14790.9322080671,0
"103","Bristol Bay","Egegik",2003,3217355.65031874,0,0,0,0,0,542.222255996593,162299.808215507,76433.635755037,15.5161917377248,1.5167680165318e-09,171813.956523938,490761.377167058,2069386.18113183,3087.50585866513,89.1577399621296,233786.730574653,9139.55890435605,0
"104","Bristol Bay","Egegik",2004,11642669.2721425,0,0,0.4730395938071,0,0,0,1302473.62393083,395983.316397645,3.03085665828841,0,25104.9157361549,9207076.01868299,654091.752303933,2145.17180051234,0,15139.1570236541,40651.5993548847,0.213015656059472
"105","Bristol Bay","Egegik",2005,9402204.39224947,0,0,0.524640857122555,0,0,27641.4097930203,292655.805574131,2432554.43428977,207.316354514569,0,47658.7306920056,3546271.31298221,3035602.31866861,954.206716835473,0,18602.3165220426,56.0160154707099,0
"106","Bristol Bay","Egegik",2006,8613841.93718493,0,0,246.447729882039,1765.23586679466,0,19080.6144213365,1450971.28166601,797157.916885736,33426.0203414768,0,45866.3992286875,1585956.61028939,4647480.75583796,2034.5030310792,0,18902.4396946394,10953.7121919431,0
"107","Bristol Bay","Egegik",2007,7395032.41616077,0,0,0,0,0,23434.3713561369,1984955.74038946,2203107.66731632,458.718141125057,0,41158.6916349411,1050682.28676067,2059102.14848678,23089.7187714509,0,919.503272781277,8123.57003110408,0
"108","Bristol Bay","Egegik",2008,7827635.4595457,0,0,3.32312716231058e-09,3.32170020730123e-09,0,4350.02820269318,2789827.27312319,2552431.04308303,1520.44353693852,3.32458047471489e-09,39826.9787051398,1926995.45842106,511617.566211839,3.32170020730123e-09,0,561.928967763317,504.73929403023,0
"109","Bristol Bay","Egegik",2009,12269670.9502186,0,0,0,0,0,7819.50035493107,470725.912920338,3459265.92735207,18806.4585542119,0,36928.6230911097,6022979.23881917,2245895.78168719,4.43860439106627e-08,2270.42579910682,4979.08164040018,0,0
"110","Bristol Bay","Egegik",2010,5145650.23625544,0,0,3.12528008365672e-09,3.12735892336682e-09,0,8768.60212613613,144943.023788434,202329.242340627,4.69103838556098e-09,0,121161.372517706,2866201.43686753,1767627.19960324,5191.34149546036,739.501153505976,26666.7493505278,2021.76701225957,0
"111","Bristol Bay","Egegik",2011,4604185.01678217,0,0,2.57111953659633e-09,2.57176318648881e-09,0,317.09017605065,53088.1178603434,253935.80865245,19.3586781717316,0,71868.1472562349,1632027.24427534,2550952.98487324,375.097890835337,317.090178031256,33876.2193466646,7407.85759480064,0
"112","Bristol Bay","Egegik",2012,5925626.757034,0,0,1041.55888811593,2.87104155209394e-09,0,5486.43360982431,630407.672886358,429490.26636868,1720.04856738097,0,58269.8801653933,3377632.46120423,1370541.08966448,6192.51635238145,2175.13560871452,29958.3957552622,12711.2979631756,0
"113","Bristol Bay","Egegik",2013,5125755.37234495,0,0,0,1.86799320159433e-08,0,10191.8428035865,305233.880903563,1090910.8896669,13.7813159541565,3.67829384284389e-07,122199.46925165,1104841.6710454,2457309.12044771,1.45288360147696e-08,1581.7737002089,21920.2000567129,11552.743152858,0
"114","Bristol Bay","Egegik",2014,5081311.04511429,0,7212.4344427028,990.815485980707,0,0,36548.0213264852,537683.00048149,488974.666187378,16.0596253710314,0,274215.928480775,2763497.81493963,943565.494165982,4010.97676092283,7959.83490829573,483.56350996682,16152.4347993101,0
"115","Bristol Bay","Egegik",2015,8507572.7456945,0,0,1969.76067164231,0,0,38196.9851487176,444733.708675485,671671.932151924,8427.64420514637,0,532951.359770309,5984739.94547245,785871.798473867,0,18840.545925236,20169.0651997259,0,0
"116","Bristol Bay","Egegik",2016,9891849.24785532,0,0,0,0,0,162141.358191375,1977511.29768959,1095740.23201025,4.41986000970824e-09,0,353152.036129019,3901937.6373978,2345583.7658858,4.41986000970824e-09,1227.02802571272,54555.8925257666,4.45752417487103e-09,0
"117","Bristol Bay","Egegik",2017,12441095.3321192,0,0,0,0,0,102285.982580548,2859582.09145963,1278331.31161235,4106.94961929551,0,88058.609874914,4775925.40722803,3275009.22786268,0,2469.85270679388,42412.7934605158,12913.1057144599,0
"118","Bristol Bay","Egegik",2018,6104312.17137071,0,0,0,0,0,295277.618439475,2156590.67326633,1945680.95868316,2657.49168508189,0.140892024300811,73755.4757772283,467779.94524718,1137566.6002938,17.3885323943708,1622.34070230886,3721.57173843707,19641.9661132937,0
"119","Bristol Bay","Egegik",2019,15434052.0365666,0,0,0,0,0,29390.8851980707,11553433.8341857,2005941.47339356,17.9553134267796,0,66998.6597045834,1280264.21524663,495688.850694571,0,0,0,2316.16283009307,0
"120","Bristol Bay","Egegik",2020,15597218.5285523,0,0,0,0,0,181713.582601216,1774510.2812086,12280095.5372487,4.72127625517938e-09,0,168096.976623439,993180.676330513,198213.828141818,0,0,1407.64639798087,0,0
"121","Bristol Bay","Egegik",2021,7368239.36632197,1.04953336824416e-06,1.05386757393904e-06,1.05477949097798e-06,1.05545447545353e-06,1.05977650384883e-06,294139.354668546,3928522.7479466,222244.908065718,0.000369759132055394,1.05977650384883e-06,366575.237912981,2276904.22296279,279852.891675747,0.00270927758569238,1.04953336824416e-06,1.05386757393904e-06,1.05477949097798e-06,1.05545447545353e-06
"122","Bristol Bay","Egegik",2022,18151847.6369626,1.04152252413495e-06,1.0471611636405e-06,1.04769910514795e-06,1.0477141490113e-06,1.04223157253466e-06,36671.8840398416,5907225.24612331,4660092.63050085,4512.02416320789,1.04223157253466e-06,62869.5801339667,6744189.76279688,736199.305380208,1.0477141490113e-06,1.04152252413495e-06,87.203813901882,1.04769910514795e-06,1.0477141490113e-06
"123","Bristol Bay","Egegik",2023,14814304.0242042,1.01548450220041e-06,1.01675053915235e-06,1.01698421336846e-06,1.01690579954789e-06,1.0157534816967e-06,91287.913764004,265771.61952139,6441568.51341488,23654.8446071369,1.0157534816967e-06,140140.580718749,1017403.94675479,6832852.76314942,0.000249929791842878,1.01548450220041e-06,1623.84201478672,1.01698421336846e-06,1.01690579954789e-06
"124","Bristol Bay","Egegik",2024,4629742.7343397,1.02456543609857e-06,1.02313276002211e-06,1.02279635898962e-06,1.02276350036925e-06,1.02137880439258e-06,20734.5389479389,2645110.38927289,186066.407051083,24055.2379679594,1.02137880439258e-06,97804.8427841788,1063838.99727536,582894.739563319,8508.74145846727,1.02456543609857e-06,728.840009293639,1.02279635898962e-06,1.02276350036925e-06
"125","Bristol Bay","Igushik",1963,136350.697332423,0,0,8.50064278709058e-10,0,0,6.07240745511028e-10,75778.7868724637,37356.7304107639,0,0,6.07240745511028e-10,14002.1694942169,9213.01055497662,0,0,0,0,0
"126","Bristol Bay","Igushik",1964,191054.089682969,0,6.37365395189903e-10,263.850568283032,7.02969627072877e-08,0,0,41541.8841299536,90589.3051455239,0,0,106.338716830564,45064.4314373949,13488.279684912,0,0,0,0,0
"127","Bristol Bay","Igushik",1965,297253.094768302,0,0,78.1022539671824,0,0,0,28373.4417361015,225973.2496451,0,0,0,26634.6342561283,16193.6668770054,0,0,0,0,0
"128","Bristol Bay","Igushik",1966,310078.422112503,0,0,860.108546994374,0,0,0,16810.8725739052,253124.411994176,8.94363532372869e-10,0,0,9652.72716855057,29630.3018288748,0,0,8.94363532372869e-10,0,0
"129","Bristol Bay","Igushik",1967,412373.603097489,0,104.711145004369,292.211728214678,2.74299743200465e-09,0,0,196557.533604264,200761.539802834,210.564834052736,0,0,5143.6676018194,9303.37438129663,0,0,0,0,0
"130","Bristol Bay","Igushik",1968,290685.716349159,0,1.4845061060071e-09,506.851533715247,1.37031353940696e-09,0,299.103495843334,124313.039761216,137345.660903698,1.37031353940696e-09,0,261.393820069712,22418.4062805172,5541.26055409494,0,0,0,0,0
"131","Bristol Bay","Igushik",1969,759994.230441263,0,3.30751460755907e-09,4.70731716724397e-09,0,0,3.17950265196444e-09,319406.427166208,325005.492834017,0,0,4.45130371205701e-09,103991.00089101,11591.309550007,0,0,0,5.21621631999123e-09,0
"132","Bristol Bay","Igushik",1970,522005.614333074,0,356.184821022447,1.79630756016507e-09,0,0,0,54400.7340562783,270050.316174651,0,0,1.59283819127496e-09,168321.36908597,28877.0101951486,0,0,0,0,0
"133","Bristol Bay","Igushik",1971,335231.213294444,0,451.827891038901,429.69371884676,2.90064046126669e-09,0,0,43478.9860461826,232636.801883326,2.90064046126669e-09,0,8.5332993031961e-10,5391.59210030622,52842.3116547371,0,0,0,0,0
"134","Bristol Bay","Igushik",1972,127964.893817529,0,0,166.989383736998,0,0,0,48449.7681851427,59860.6591918687,122.030703500649,0,0,10883.8954089287,8481.55094435131,0,0,0,0,0
"135","Bristol Bay","Igushik",1973,113965.847478828,0,0,88.4790078301429,31.2278851172061,1.97330788261211e-07,0,829.533383091696,101707.189732778,58.9860052204481,2.02494089736047e-07,0,513.266387286797,10676.4441893771,1.12489045518664e-09,0,0,60.7208877258421,0
"136","Bristol Bay","Igushik",1974,430597.397559324,0,1.43932443486355e-09,321.21373948027,0,0,0,36787.9445782532,107254.421787998,887.865182096085,0,298.992077003859,278332.375578764,6714.58461572676,0,0,0,0,0
"137","Bristol Bay","Igushik",1975,357436.719192195,0,92.9077585464432,1291.32149034685,0,0,0,58279.2225364672,144568.441138254,1386.84784886319,0,0,62987.4091691747,88830.5692505424,0,0,0,0,0
"138","Bristol Bay","Igushik",1976,307997.323769661,0,8.35075512820094e-10,913.224894793854,0,0,0,93770.5369866114,131521.320378435,8.34856092190628e-10,0,0,39332.8451467917,42459.3963630278,0,0,0,0,0
"139","Bristol Bay","Igushik",1977,170035.147841875,0,49.1921059467065,1278.99475459811,61.4901324331121,0,0,17240.5616842293,117096.707203979,196.768423784875,0,0,5305.52015900562,28793.6153514122,12.298026486514,0,0,0,0
"140","Bristol Bay","Igushik",1978,845205.120517744,0,134.238659733722,1355.72766523347,865.597666473774,6.82401822290455e-09,7.58211322778807e-10,412982.632763605,399007.257949503,4097.36135736092,0,1369.90118221058,14680.6842638902,10711.7190097259,0,0,0,0,0
"141","Bristol Bay","Igushik",1979,1392465.72025253,0,1.78113085738152e-09,2.13735702923718e-09,0,0,0,543521.457723918,589284.885596081,1.78113085739349e-09,0,0,240732.706675805,18926.6702567137,0,0,1.78113085738152e-09,0,0
"142","Bristol Bay","Igushik",1980,2393480.99599971,0,0,2.28627549153833e-09,0,0,773.450480866256,412827.840965349,1835021.79251667,1192.41136576914,0,4261.01192668877,119242.057999071,20162.4307452916,0,0,0,0,0
"143","Bristol Bay","Igushik",1981,1338130.80472696,0,0,2917.04090927977,0,0,0,174666.611159413,741008.261781636,1199.29685695643,0,1.20343151215038e-09,106555.087916822,311784.506102853,0,0,0,0,0
"144","Bristol Bay","Igushik",1982,716737.279367226,0,9.42882097176507e-10,9.42882118665896e-10,9.42882105258452e-10,2.8286473599264e-09,9.42882055455009e-10,36010.9673169403,585308.29028396,8896.93901643522,0,0,5599.93764369033,80921.1451061934,0,0,0,0,0
"145","Bristol Bay","Igushik",1983,1187356.7878021,0,1.20438460826033e-09,196.365795996221,1.08374730910317e-08,0,0,611311.972648797,368460.015244344,46620.8967216309,0,0,146031.241001022,14539.9305942744,196.365796025522,0,2.00730767973892e-09,0,0
"146","Bristol Bay","Igushik",1984,299792.021404745,0,6.55516466268648e-10,6.55517515563815e-10,2.84059338841657e-09,0,0,14270.1654453668,263564.849421988,72.9350434237143,0,0,10184.308465902,11699.7630280599,0,0,0,0,0
"147","Bristol Bay","Igushik",1985,643146.426634462,0,1.34971616509512e-09,2.02459983903902e-09,1.34971261714412e-09,0,0,243467.375443037,353924.090564759,1.34971261714412e-09,0,0,34536.6613368393,11078.4693004255,0,0,139.829989395492,0,0
"148","Bristol Bay","Igushik",1986,609140.887721097,8.16102238462998e-10,1151.04486380949,6543.61121206381,1.63225306519793e-09,0,0,50848.0992580861,502783.45522623,1.36021088766494e-09,0,0,6742.42780413489,41072.2493567692,0,0,0,0,0
"149","Bristol Bay","Igushik",1987,471444.664514473,0,5.75714285556212e-10,8.6356600455496e-10,1.3327555120356e-07,0,0,105984.417151556,272741.457669263,51416.1886769236,0,0,7066.80258255463,34235.7984340408,0,0,0,0,0
"150","Bristol Bay","Igushik",1988,293251.486183226,0,7.35344898649055e-10,232.234158408501,27.0039719087989,0,0,30298.4194229752,247075.199373522,1044.65956760018,0,0,6210.5613509351,8363.40833787563,0,0,0,0,0
"151","Bristol Bay","Igushik",1989,906594.833336457,0,2705.28109341116,6292.87966025377,1.36053443432536e-09,0,0,395497.523860395,419160.866030141,1685.22922434237,0,0,52282.1071146441,28970.9463532685,0,0,0,0,0
"152","Bristol Bay","Igushik",1990,876172.314090937,0,1606.6307207106,8614.62738869241,9.16850316423885e-10,0,0,157348.044964435,639187.667843652,3266.73606753546,0,0,50115.516454388,16033.0906515222,0,0,0,0,0
"153","Bristol Bay","Igushik",1991,1645838.46758343,0,2.04860493785753e-09,12589.1074267564,2212.73448751682,0,0,75587.8467581789,1497275.24200159,5888.64259399204,0,0,9445.27791610853,41159.6814807239,1679.93491855825,0,0,0,0
"154","Bristol Bay","Igushik",1992,470347.579550268,0,144.841143781883,9.06152263567841e-10,1.20808616714529e-09,0,0,105973.281997585,338280.673118261,7474.88474317199,0,0,2144.56089346305,15520.4950934021,808.842560601275,0,0,0,0
"155","Bristol Bay","Igushik",1993,717075.486430648,0,45.6804474145342,2990.51043868036,91.3608948281795,0,165.670651491918,213200.354151432,479542.117997172,5679.35336972706,0,0,5733.940598463,9626.49788143917,0,0,0,0,0
"156","Bristol Bay","Igushik",1994,906828.270858712,0,9.57614929405963e-10,3116.15784438149,1.27693992621878e-09,0,0,138197.883361157,693503.072953698,1658.94876910547,0,0,48454.0404572186,21898.1674731482,1.27693992621878e-09,0,0,0,0
"157","Bristol Bay","Igushik",1995,1184424.80378831,0,1.05696011909956e-09,905.465671363531,1.05696679416289e-09,0,0,170952.823657194,883940.866873795,5197.71816079957,0,0,95134.7841836071,28293.1452415438,0,0,0,0,0
"158","Bristol Bay","Igushik",1996,942695.899808423,0,9.04071788995778e-10,2985.02021338058,9.03988776946727e-10,0,0,30018.2271236571,798731.025340402,2186.49814563313,0,0,2065.11765559716,106710.011329751,0,0,0,0,0
"159","Bristol Bay","Igushik",1997,208758.545280871,0,0,4.83298717389584e-10,4.83305795313386e-10,0,0,100425.513591718,91713.7599861677,2463.83262360984,6.74349036519306e-08,0,5334.91141250786,8820.52766679834,4.83305795313386e-10,0,0,4.83298717389584e-10,0
"160","Bristol Bay","Igushik",1998,426033.707533433,0,6.03768592603128e-10,6.03768594625561e-10,6.03768883161146e-10,0,6.0376916203582e-10,163636.987936597,239150.727432154,322.660815876385,0,6.0376916203582e-10,13736.6722076451,9186.65914115653,6.03768883161146e-10,0,6.03768592603128e-10,0,0
"161","Bristol Bay","Igushik",1999,859317.7453408,0,0,0,0,0,0,376061.832221647,435418.545791522,1.07571127520893e-09,0,0,42975.8617437235,4861.50558390441,1.79285212466396e-09,0,0,0,0
"162","Bristol Bay","Igushik",2000,982740.228025599,0,0,0,0,0,0,77031.8964232781,881255.914116359,1000.86348956776,0,0,6531.07891277216,16920.4750836216,0,0,0,0,0
"163","Bristol Bay","Igushik",2001,818733.372017471,0,0,1199.1518253965,0,0,1.22305197534631e-09,1926.56180904292,800392.988632161,5961.03016022248,0,0,807.341147153337,8446.29844349383,0,0,0,0,0
"164","Bristol Bay","Igushik",2002,199683.679011514,0,0,0,0,0,0,130362.457260891,51668.3298701699,2786.90965686564,0,4.60979489960032e-10,9522.01187852342,5343.9703450639,0,0,0,0,0
"165","Bristol Bay","Igushik",2003,492184.328001902,0,0,0,0,0,9.94390675147518e-10,60852.4275762939,393266.121615957,1857.40525811449,0,66.9697353635688,2906.78976450378,33171.4834414478,63.1306102204961,0,0,0,0
"166","Bristol Bay","Igushik",2004,268355.560747262,0,0,0,0,0,0,53303.0136318962,146840.919245309,2298.22421432417,9.55406655787382e-10,0,58392.8420601181,7520.56159561164,9.55377142057812e-10,0,0,9.55472064418674e-10,0
"167","Bristol Bay","Igushik",2005,801087.329199251,0,0,0,0,0,1.1284739664544e-09,31827.31825472,660546.341476364,1.12867247876815e-09,0,0,12377.2904288214,96336.3790393421,1.12867247876815e-09,0,0,0,0
"168","Bristol Bay","Igushik",2006,727744.172402435,0,1.75764832834001e-09,1.75764320575432e-09,391.696598652748,0,1.75764811589342e-09,235172.32722565,442819.634474873,3390.73997377947,0,0,7801.61810371995,38168.1560257532,0,1.75764811589342e-09,0,0,0
"169","Bristol Bay","Igushik",2007,1022674.96220155,0,0,0,0,0,1.21480173285298e-09,772529.875114685,202313.468254466,2902.69718406513,2.89730580812113e-07,0,40568.4355266669,4360.48612137021,1.21480250596785e-09,0,0,0,1.21480250596785e-09
"170","Bristol Bay","Igushik",2008,1889371.76755295,0,1.13119719165744e-09,1.69679552187024e-09,1.69679554073185e-09,0,1.69679526550604e-09,596355.805920487,1273848.23723212,5339.89007832264,0,0,2016.94714179297,11810.8871802246,0,0,0,0,0
"171","Bristol Bay","Igushik",2009,1585347.9934337,0,0,0,0,0,1.10618233898646e-09,326356.128009367,1202309.41578869,755.919060135027,0,0,16999.2444411081,38927.2861344,0,0,0,0,0
"172","Bristol Bay","Igushik",2010,1407871.09000719,0,1.09163902271005e-09,1066.22578903408,1.09164562315052e-09,0,0,187979.077791814,1169822.40676128,1105.8794948386,0,0,28673.866372149,18650.0163059104,0,573.617492156916,0,0,0
"173","Bristol Bay","Igushik",2011,1015858.07373291,0,1.10808137166561e-09,1.10808135911877e-09,0,0,1.15979149481922e-07,160642.145531697,782302.549399953,2298.42867826128,0,0,18501.216883357,51682.8267310651,0,0,430.906508461807,0,0
"174","Bristol Bay","Igushik",2012,507189.868172084,0,6.21153745530883e-10,1.2423106107659e-09,8.2820494768484e-10,0,0,52686.8609321367,422953.075313434,2195.83484509148,0,0,16132.629716044,13221.4673653744,8.2820494768484e-10,0,0,0,0
"175","Bristol Bay","Igushik",2013,692621.209994944,0,0,9.58545700894304e-10,0,0,6.39022566349399e-10,132117.475713107,513178.233217814,969.744617132663,0,0,38404.991747177,7950.76469971137,0,0,0,0,0
"176","Bristol Bay","Igushik",2014,1436716.91799332,0,810.74395629305,1.03931773283369e-09,1.0393143059579e-09,0,1.03930486407699e-09,567822.62424548,752041.381145879,2844.02109371285,0,1.03930486407699e-09,56133.8770801535,56731.612785297,332.657686497096,0,0,0,0
"177","Bristol Bay","Igushik",2015,1643325.82406809,0,389.184475234677,1.4139071896836e-09,0,0,9.42662574591764e-10,507823.437922088,1132808.39252148,1.41391165806611e-09,0,0,500.242195400093,1804.56695388163,1.8852155434132e-09,0,0,0,0
"178","Bristol Bay","Igushik",2016,1850333.7032025,0,0,1430.56566460453,1.64429819201756e-09,0,1.0962000837043e-09,364111.882177068,1460187.56497842,1.09619879434003e-09,0,0,11164.5868371735,13439.1035452312,1.64429819201756e-09,0,0,0,0
"179","Bristol Bay","Igushik",2017,1230311.71896919,0,0,0,0,0,1765.7712404928,906912.973924536,312467.766126239,2026.77610243471,0,0,4050.31401456347,3088.11756092064,0,0,0,0,0
"180","Bristol Bay","Igushik",2018,1920088.32231608,0,0,3.62428248124125e-09,0,0,3.62428400563028e-09,734903.920107566,1180877.04111048,3629.09318410877,0,3.62428400563028e-09,678.267913907289,3.62428248124125e-09,0,0,0,3.62428248124125e-09,0
"181","Bristol Bay","Igushik",2019,1358926.98414717,0,0,0,0,0,850.611166049017,233249.00495741,1115187.10570215,1039.130466997,0,1.39057706007834,5345.26745090508,3254.47382660217,0,0,0,0,0
"182","Bristol Bay","Igushik",2020,1212549.00741251,0,0,0,0,0,2072.55117789487,555164.647485415,647132.746911311,2.21054056329504,0,0,8176.85129732453,1.36101645650516e-09,0,0,0,0,0
"183","Bristol Bay","Igushik",2021,2023217.77431973,1.04103517230535e-06,1.04104212459991e-06,1.04104060276602e-06,1.04104104550435e-06,1.04104159612641e-06,8.58195416868708e-05,1014243.61805022,931969.384524318,6322.32560069838,1.04104159612641e-06,1.04103517230535e-06,11615.2305944871,59067.2154516934,1.04104104550435e-06,1.04103517230535e-06,1.04104212459991e-06,1.04104060276602e-06,1.04104104550435e-06
"184","Bristol Bay","Igushik",2022,2986219.25045997,1.04074544631182e-06,1.04071156676016e-06,0.000199838391192449,1.04070803272042e-06,1.04072687744394e-06,668.487411154459,664431.294806549,2305767.15134334,2190.7673735462,1.04072687744394e-06,1.04074544631182e-06,4485.74114018722,8675.80817390388,1.04070803272042e-06,1.04074544631182e-06,1.04071156676016e-06,1.04070754713903e-06,1.04070803272042e-06
"185","Bristol Bay","Igushik",2023,1379859.09702366,1.01130726325766e-06,1.01130777131043e-06,1.0113078507278e-06,1.01130783239985e-06,1.01130813668353e-06,5.03726871939777e-05,303697.423865207,1022200.03103132,7047.30338584254,1.01130813668353e-06,1.01130726325766e-06,24611.4538020387,22302.8848767408,1.01130783239985e-06,1.01130726325766e-06,1.01130777131043e-06,1.0113078507278e-06,1.01130783239985e-06
"186","Bristol Bay","Igushik",2024,1572250.10905134,1.01488979521396e-06,1.0148900712214e-06,1.01489012716225e-06,1.01489008671746e-06,1.01489006107838e-06,2390.5981300196,1132855.68443871,393200.046037621,1483.12369191168,1.01489006107838e-06,1.01488979521396e-06,31470.4418735889,10850.214785764,8.25561448850439e-05,1.01488979521396e-06,1.0148900712214e-06,1.01489012716225e-06,1.01489008671746e-06
"187","Bristol Bay","Kvichak",1963,615338.552307089,0,0,0,0,0,0,236513.573980611,32838.213624788,1413.21610244131,0,950.676473559803,139962.01179751,203660.860328176,0,0,1.21345400704761e-09,1.82019968594032e-09,0
"188","Bristol Bay","Kvichak",1964,2181685.0606461,0,1601.85355859636,0,0,0,0,1017276.97189771,0.036439995883634,6053.0501824394,0,889149.068436662,208488.974788941,59115.1050911245,0,0,0.000114348973273215,0.000136280184822047,0
"189","Bristol Bay","Kvichak",1965,48627304.9222535,0,0,6.47310735282323e-09,0,0,6.47348116358768e-09,415244.555149864,456190.023567753,6.47313449512368e-09,0,1.61837029032427e-08,47748182.6637247,5451.3745559352,0,0,2236.30525519212,6.47310735282323e-09,0
"190","Bristol Bay","Kvichak",1966,8915532.98240037,0,0,2.70892459800045e-09,0,0,0,107816.714581953,201592.688239951,3127.99967308029,0,1970.00989565672,2307308.59107592,6282091.61688481,4.50190478308668e-09,0,11625.3620489818,7.22379892646574e-09,0
"191","Bristol Bay","Kvichak",1967,5545422.52756847,0,0,606.383941440542,0,0,3244.00764766657,31231.4774550076,133172.548187807,8.44619250100869e-09,0,112.552686077263,4720118.38413218,647560.411770949,0,0,5315.71044876759,4061.05129856978,0
"192","Bristol Bay","Kvichak",1968,3975964.09609028,0,0,4.63485554508555e-09,0,0,23983.4061297159,2288423.1753992,80022.5495135915,5.09184222468554e-09,0,111881.732630134,925528.361375319,534851.176298574,4.66752203906981e-09,0,8962.94681129653,2310.7479324383,0
"193","Bristol Bay","Kvichak",1969,14054748.9658832,0,4762.74180696711,0,0,0,3428.68064300075,10321864.2975106,288370.729798371,1.03661709965015e-08,0,485628.761717692,2613880.91631318,336812.838093312,0,0,1.24151444403899e-08,3.36451567534655e-09,0
"194","Bristol Bay","Kvichak",1970,34839684.7147536,0,0,6.80576982666278e-09,0,0,0,524321.601589611,299792.792135706,3941.43772677408,0,16341.6496887517,33528680.5191359,446099.364717071,0,0,6605.65129380997,13901.6984659333,0
"195","Bristol Bay","Kvichak",1971,6978106.78415245,0,1788.21313476808,14745.0865040184,4.14094636125884e-09,0,0,342819.377978539,885877.935223641,2.07047318004591e-08,0,2298.77664670371,4568770.714649,1159447.18128052,0,0,1291.70616674041,1067.79256849026,0
"196","Bristol Bay","Kvichak",1972,2132286.57842254,0,0,3.21822449145231e-09,967.998280075103,0,1.45827159270898e-07,300687.473853954,321956.121717234,3.86419792431727e-09,0,0,991238.608219217,517436.376351891,3.86419792431727e-09,0,3.21716721155177e-09,6.75827143044441e-09,0
"197","Bristol Bay","Kvichak",1973,410486.629377626,0,0,748.090365621314,0,0,611.288216123775,149287.159809694,38561.0983426857,64.7957667038659,0,6123.72178527031,104011.231414388,109957.205306968,1122.03837016585,0,2.35572484391324e-09,2.35590138796639e-09,0
"198","Bristol Bay","Kvichak",1974,5061353.08782306,0,0,0,0,0,5.19982262177977e-09,45470.5098641382,321597.193222635,4513.7435752868,0,28962.3844788608,4476992.47936102,176511.828547756,0,0,7304.94877335766,0,0
"199","Bristol Bay","Kvichak",1975,16219630.7034304,0,0,0,0,0,4360.06811019631,321013.177652402,40279.6282892446,0,0,45181.8589414011,15247972.6844427,546728.39253642,5.14160932686041e-09,0,12149.3430253134,1945.55043272688,0
"200","Bristol Bay","Kvichak",1976,3545332.45784603,0,3.26628551810816e-09,3.75866597716103e-09,0,0,0,1971913.28735589,653574.958878603,0,0,1.20499395708021e-08,919844.211611493,6.98037967272099e-09,3.18718299492837e-09,0,5.44380919765609e-09,6.98037967272099e-09,0
"201","Bristol Bay","Kvichak",1977,1675472.25223782,0,2.29782382621688e-09,1203.53998123994,0,0,14322.3273356756,531509.241158372,142304.897897233,0,0,2633.87260535971,886252.187558444,95528.5565260891,0,0,1142.36350357751,575.265671830695,0
"202","Bristol Bay","Kvichak",1978,7919094.21651688,0,0,5.3554786576367e-09,2.71235117724655e-08,0,6365.4126111665,6047998.65365224,1048800.1809499,10885.8427123377,0,319232.378226185,252856.854889953,232954.893475034,1.73289102961686e-08,0,4.62765017600267e-09,1.22410940755429e-08,0
"203","Bristol Bay","Kvichak",1979,24927042.4540045,0,7.61961324302631e-09,0,0,0,5347.49659810923,5468930.89033343,1845015.04188107,5.71883534796281e-09,0,314282.121352033,16927229.392802,351747.963480692,0,0,14489.5475571925,3.8076472953581e-09,0
"204","Bristol Bay","Kvichak",1980,37931680.0587372,0,6589.9561389763,16621.1526714526,0,0,36698.777662187,5940227.81334074,1305049.21482039,2.15490901558891e-05,0,37502.1260714565,29958381.5132679,616516.198615215,0,3.26563352558256e-06,14093.3061216993,2.3505588266273e-06,0
"205","Bristol Bay","Kvichak",1981,6901353.487937,0,0,4898.85881237996,0,0,1122.30896142671,2024757.69932087,675757.592287233,0,0,2129.52989748326,3806685.58379028,382348.236280229,0,0,3653.67858709657,2.78314864900832e-09,0
"206","Bristol Bay","Kvichak",1982,2811875.13885419,0,2381.11555746756,1.69745636606562e-09,0,0,53984.7821160876,1613301.04360805,718009.887947749,3355.26621344111,0,15273.2891589374,174743.796528511,230825.957723944,2.54620050189127e-09,0,0,0,0
